inchikey,split
YGOWOKNKZNIBEE-UHFFFAOYSA-N,val
YGOXSOFTQUEFJR-ULJHMMPZSA-N,val
YGPACKIZBWAMPG-VLZXCDOPSA-N,train
YGPLZKHGYBRUPZ-SANMLTNESA-N,train
YGPVQAOKSAQPED-UHFFFAOYSA-N,train
YGQFHRAMDYKDBX-UHFFFAOYSA-N,train
YGQNAZNEBOVTPW-UHFFFAOYSA-N,train
YGQOGVAIMSUGMK-UHFFFAOYSA-N,train
YGQSKEDKNOJYBW-JXMROGBWSA-N,train
YGQUPAVDJCLCSA-UHFFFAOYSA-N,test
YGQXYWAAJBCJOW-UHFFFAOYSA-N,train
YGQYHFNCAZNGCT-UHFFFAOYSA-N,train
YGRCJJLROZSJRG-UHFFFAOYSA-N,test
YGRIEMSMFNEFKK-UHFFFAOYSA-N,train
YGROTECFTJMFBU-UHFFFAOYSA-N,train
YGRPLKPCOYBEHM-UHFFFAOYSA-N,train
YGRWMURRXTWGDG-UHFFFAOYSA-N,test
YGRWOMWURHIOOO-UHFFFAOYSA-N,train
YGSAZOCXJDIJLN-UHFFFAOYSA-N,train
YGSHMAKVOZMGNZ-NSHDSACASA-N,train
YGSJOHAJXSRCHZ-UHFFFAOYSA-N,train
YGTOBHZRTULFTF-QGZVFWFLSA-N,train
YGTXIDYNUWGONS-UHFFFAOYSA-N,train
YGTYIGUWQYTZMS-UHFFFAOYSA-N,val
YGTZNMOXYYWPDF-UHFFFAOYSA-N,train
YGUFVEVTLHFLKW-UHFFFAOYSA-N,val
YGUQDYVWPNWASR-UHFFFAOYSA-N,train
YGURUQQTVSHGEJ-UHFFFAOYSA-N,train
YGVHCXSQVBCYKI-UHFFFAOYSA-N,train
YGVOTPAIXFJINL-AFPJDJCSSA-N,train
YGVOTPAIXFJINL-LSFURLLWSA-N,train
YGVZAFGLYJQHIB-UHFFFAOYSA-N,train
YGWDVWKRBCKZCF-UQDURWBFSA-N,train
YGWIAZMCWHFUNU-ZARLCANOSA-N,train
YGXKBTHHWMVNNV-UHFFFAOYSA-N,train
YGXZRKFALVLGOZ-UHFFFAOYSA-N,val
YGYDLLIBDNXPTH-ZDUSSCGKSA-N,train
YGYNCQULQHGVGO-UHFFFAOYSA-N,train
YGYOFKRCXLNMMX-UHFFFAOYSA-N,val
YGYQFJDPVAAZHI-UHFFFAOYSA-N,train
YGYZFNQCPIDEBI-UHFFFAOYSA-N,test
YGZMWTZAPLFLCO-UHFFFAOYSA-N,train
YHAGFQQXUBFFNL-UHFFFAOYSA-N,train
YHAXBZNUIZZLFJ-UHFFFAOYSA-N,train
YHBNKPYCVWEXJA-UHFFFAOYSA-N,test
YHBVPHGRCOVIMF-UHFFFAOYSA-N,train
YHBWHSCISDHNCC-UHFFFAOYSA-N,test
YHBXEUIDXLFNRE-HSZRJFAPSA-N,train
YHBXEUIDXLFNRE-QHCPKHFHSA-N,train
YHBXKWORQOPSHI-UHFFFAOYSA-N,train
YHCGXHXZKOJYFY-UHFFFAOYSA-N,test
YHCLEHAMAKETBI-SJLPKXTDSA-N,train
YHCLEHAMAKETBI-WMZOPIPTSA-N,train
YHCWAZKQQRNLLI-UHFFFAOYSA-N,test
YHCWZWFXNSGDTJ-UFICKVLRSA-N,train
YHDIGUOZOYURJA-UHFFFAOYSA-N,train
YHDXPJNBYWVGGO-VPHXOMNUSA-N,train
YHEIXGQEWFJVFA-HDICACEKSA-N,train
YHEIXGQEWFJVFA-IYARVYRRSA-N,train
YHEZQOSUVDWMEX-SFHVURJKSA-N,val
YHFDPEYHDOTAOT-UHFFFAOYSA-N,train
YHFIAUITFUOBFH-UHFFFAOYSA-N,train
YHFJWUFDUIOAOW-XUTJKUGGSA-N,train
YHFOKFNTOSKBLQ-UHFFFAOYSA-N,train
YHGCMZIYHWHQKR-UHFFFAOYSA-N,train
YHIHQBUEAKTLNG-OAHLLOKOSA-N,train
YHIZMVWXSFIBPW-UHFFFAOYSA-N,train
YHJAWWBUBRTVQJ-UHFFFAOYSA-N,train
YHJPXPBWNKUECL-NRFANRHFSA-N,train
YHJUNLUOSYOYEP-UHFFFAOYSA-N,train
YHJUYNAFJJAFQR-QFXBJFAPSA-N,train
YHJYMZWMIXBQNX-UHFFFAOYSA-N,train
YHKSIIGCRXQDQA-CCMYNQISSA-N,train
YHKSIIGCRXQDQA-IVFBNWJGSA-N,train
YHKSIIGCRXQDQA-UHFFFAOYSA-N,train
YHLCUKHVGGKZIV-UHFFFAOYSA-N,train
YHLQVQKZDZYMIP-MOPGFXCFSA-N,train
YHLQVQKZDZYMIP-OALUTQOASA-N,train
YHLQVQKZDZYMIP-RTBURBONSA-N,train
YHLSUBLOJXHKMY-UHFFFAOYSA-N,train
YHMCTXHAEKLNNV-UHFFFAOYSA-N,train
YHMDCFXONGIJED-NGRWLJPCSA-N,train
YHMQNOUAEWRSMB-UHFFFAOYSA-N,test
YHNFDTDPUBTIIP-UHFFFAOYSA-N,train
YHNQWDMZRVJOSA-UHFFFAOYSA-N,train
YHNRNTQATBRLGN-UHFFFAOYSA-N,val
YHNUNOGANIZCOM-UHFFFAOYSA-N,train
YHNXVNWEANWEHW-UHFFFAOYSA-N,train
YHOBSYHOPLONDJ-UHFFFAOYSA-N,train
YHODYDUROZNEBI-VNDHCKRVSA-N,train
YHOYRZLJSAAOGW-OVCLIPMQSA-N,train
YHOZNOCZDGPQFN-GOSISDBHSA-N,test
YHPAJLKMWLZGMO-UHFFFAOYSA-N,test
YHPFCGYBRIHRNU-UHFFFAOYSA-N,train
YHPLRJJANVRWSC-UHFFFAOYSA-N,test
YHPPFQXIQZIMOW-CYBMUJFWSA-N,train
YHPXMHDIUBYUFT-UHFFFAOYSA-N,test
YHQGUYGNJMOBOA-UHFFFAOYSA-N,train
YHQRLIMXYWBUAV-UHFFFAOYSA-N,train
YHQSGSIBDPGBNE-GBWYYYKWSA-N,train
YHQYFZLOKGCSQT-UHFFFAOYSA-N,train
YHRNVXAUNZJNND-UHFFFAOYSA-N,val
YHRRFPHKXXYHDL-UHFFFAOYSA-N,train
YHSGEKJDOIPDMT-YTTGMZPUSA-N,val
YHSSHLQWIUNQEI-VXLWULRPSA-N,train
YHTNYIOVCIPYGQ-UHFFFAOYSA-N,train
YHUIUSRCUKUUQA-UHFFFAOYSA-N,train
YHVDNLNUFBNQAF-MRXNPFEDSA-N,train
YHVHYWYQEFELOW-HZCBDIJESA-N,test
YHVIFIIUWUKMLK-UHFFFAOYSA-N,train
YHWBXXDXRARKGF-UHFFFAOYSA-N,train
YHWHYCTUDCULTF-UHFFFAOYSA-N,test
YHWIDOWCIUQFLW-UHFFFAOYSA-N,train
YHWJHUBPWLCING-UHFFFAOYSA-N,train
YHWUBFBUCSKQSU-UHFFFAOYSA-N,train
YHXBIRRLTLYTEO-UHFFFAOYSA-N,train
YHXKXVFQHWJYOD-UHFFFAOYSA-N,train
YHYAOULYMNYCJH-UHFFFAOYSA-N,train
YHYJQEMFCWJMSJ-UHFFFAOYSA-N,train
YHYOCBNJVOUOHL-UHFFFAOYSA-N,train
YHYTXVOKAVQKLR-UHFFFAOYSA-N,train
YHZLWNOQTNOLTB-KTXUZGJCSA-N,train
YHZLWNOQTNOLTB-UHFFFAOYSA-N,train
YHZPMSJNFKZYKK-UHFFFAOYSA-N,train
YHZXHXHCQKEXCC-XGFZBELQSA-N,test
YIAPDELYRSBCAA-UHFFFAOYSA-N,train
YIASGWKTQIIDIL-UHFFFAOYSA-N,train
YIBJETZHPXNVMF-UHFFFAOYSA-N,val
YIBRVYXXHSSXLH-UHFFFAOYSA-N,train
YICHIXRLSNXCNQ-UHFFFAOYSA-N,train
YICLZUBZRRRXEN-UHFFFAOYSA-N,train
YICZHTOCPSTMCN-QFIPXVFZSA-N,train
YIDAVMZDHIDPFB-KRWDZBQOSA-N,train
YIDCCLXYFLNYHA-UHFFFAOYSA-N,train
YIDDHYKMJJSDHC-UHFFFAOYSA-N,train
YIDICKUIIZOUSI-UHFFFAOYSA-O,train
YIDWZRRYJRXRPX-UHFFFAOYSA-N,train
YIEHIIKZXHJHAT-UHFFFAOYSA-N,train
YIEOHGPEBJJUMF-UHFFFAOYSA-N,train
YIEXSVBTWQZEGZ-UHFFFAOYSA-N,train
YIEXSVBTWQZEGZ-ZWKOTPCHSA-N,train
YIFGKPFEGAUADP-UHFFFAOYSA-N,val
YIFIESCJSCAHBP-UHFFFAOYSA-N,train
YIFOKASDOYOSRW-UHFFFAOYSA-N,train
YIFSZYLQOCJFSK-KRWDZBQOSA-N,train
YIGAJEDSJOASLF-UHFFFAOYSA-N,train
YIGHPAMCXNISKA-UHFFFAOYSA-N,train
YIHCHMWFJKTKDU-PMPKIWSKSA-N,train
YIHQDWZWZRGAIH-UHFFFAOYSA-N,train
YIHRVXWECSKNMT-UHFFFAOYSA-N,train
YIHUYKCYYKDOHR-UHFFFAOYSA-N,train
YIIGKFOFBJECPD-UHFFFAOYSA-N,test
YIIGLOMUVPFLJH-UHFFFAOYSA-N,train
YIILQFFSXRRLJQ-LJQANCHMSA-N,train
YIILQFFSXRRLJQ-UHFFFAOYSA-N,train
YIIMJDHGEFYSBL-UYSIFVEPSA-N,train
YIIOOAOUBBBFFB-UHFFFAOYSA-N,train
YIIOYETUELEIHW-VWNXMTODSA-N,train
YIIWKHZEONNJTQ-UHFFFAOYSA-N,val
YIJDPVLWVKAIMO-GFCCVEGCSA-N,train
YIKRVMBYHDSJKM-PXYINDEMSA-N,train
YIKXMTAXJNUVDY-UHFFFAOYSA-N,train
YIKYPGSFLXUTQT-UHFFFAOYSA-N,train
YILNPRPYCRADTF-UHFFFAOYSA-N,train
YILRBOLKDDWRKU-UHFFFAOYSA-N,train
YILSSRKNDFXMKP-IBEHDNSVSA-N,train
YILVNDUVPVMTNQ-HXUWFJFHSA-N,train
YILWYLGYSKDOND-UHFFFAOYSA-N,train
YIMJMPFFIWOIDL-UHFFFAOYSA-N,train
YIMLFNGJFIUBFX-UHFFFAOYSA-N,train
YIMQETKGPKMMKI-UHFFFAOYSA-N,train
YINHHOIJNKUMLH-UHFFFAOYSA-N,train
YIOIRODIQYIHQX-UHFFFAOYSA-N,train
YIPCBIDKXZCJQU-UHFFFAOYSA-N,test
YIPFVRUSXPLAIA-UHFFFAOYSA-N,train
YIPHKADDOQHJNE-UHFFFAOYSA-N,train
YIQCCYWMXOJNTG-UHFFFAOYSA-N,train
YIQYUPAUTXPUPU-UHFFFAOYSA-N,train
YIRAASDOBWIMEW-UHFFFAOYSA-N,train
YIRWGCANORBOOM-UHFFFAOYSA-N,train
YIRXLRFQQYZVHN-UHFFFAOYSA-N,train
YIRYRKPJVKXGQW-UHFFFAOYSA-N,test
YISHBQSEDYNEAM-BTBIENRZSA-N,train
YISHJHUTBSLTCO-UHFFFAOYSA-N,train
YISMQBFJYDFMAL-AESIHLKFSA-N,train
YISRNQZWXGMCBQ-UHFFFAOYSA-N,train
YISSGLCFSAVMBW-UHFFFAOYSA-N,train
YISUJHWAXSJJDA-UHFFFAOYSA-N,train
YISURKKUAGVOIV-UHFFFAOYSA-N,train
YITLXTODFKLRMW-UHFFFAOYSA-N,test
YITSBGUNCGEFBD-UHFFFAOYSA-N,val
YITYQFMKMIKUEV-UHFFFAOYSA-N,train
YIUMSISCOUIOHZ-UHFFFAOYSA-N,train
YIUSVSPYCXFTHR-UHFFFAOYSA-N,train
YIUWNBCQCZLUCK-UHFFFAOYSA-N,train
YIVYLALCDHULFS-HXUWFJFHSA-N,train
YIXGUARFUYFZQE-UHFFFAOYSA-N,train
YIXJIOOQSSSYGU-UHFFFAOYSA-N,train
YIXZZHURQHTFRZ-UHFFFAOYSA-N,train
YIYAUIWJPDJXEC-VHBIQUBJSA-N,train
YIYNSYZLWNVLOK-JAKHSUBHSA-N,test
YIYVNZNITPSGSX-UHFFFAOYSA-N,train
YIYVRBYUJQVAJR-UHFFFAOYSA-N,train
YIZNNKWZLXIMHD-OEMAIJDKSA-N,train
YIZSSRKAWPWUOQ-UHFFFAOYSA-N,train
YIZXDBJRSMOKCY-HNNXBMFYSA-N,train
YIZXDBJRSMOKCY-OAHLLOKOSA-N,train
YJAAENGSEJKFCT-UHFFFAOYSA-N,train
YJABCMLNSSTCHS-UHFFFAOYSA-N,train
YJADOUNWUWALNR-UHFFFAOYSA-N,train
YJAFXQYRMGBMNV-UHFFFAOYSA-N,test
YJAJIUQWHLPNJW-UHFFFAOYSA-N,train
YJAJTLZIWHYGPF-UHFFFAOYSA-N,train
YJAQBROIDYROSH-UHFFFAOYSA-N,val
YJAREBGBTVFDIK-UHFFFAOYSA-N,train
YJARNKOBQXKAJC-UHFFFAOYSA-N,train
YJAZOWWLVHACQJ-HZPDHXFCSA-N,train
YJBDNLXXSLEIDJ-CQSZACIVSA-N,train
YJBGLCBJUYJSAB-UHFFFAOYSA-N,train
YJBGSZUYOGPUMC-UHFFFAOYSA-N,train
YJBVDNFZPGPMBN-MIRVZWSXSA-N,train
YJCSNOSZBTYSKS-UHFFFAOYSA-N,test
YJDOOYZCAIEGLO-UHFFFAOYSA-N,train
YJDWLSMDQCVYOQ-JLHYYAGUSA-N,train
YJEHFTZFENYBBO-UHFFFAOYSA-N,test
YJELZTGEMAQGHU-UHFFFAOYSA-N,val
YJEMBZBFLCJJAW-UHFFFAOYSA-N,val
YJEZHCBVIPUWFW-NSHDSACASA-N,train
YJFBSFMYXTWDGD-UHFFFAOYSA-N,val
YJFISNXQNZZQFP-DHZHZOJOSA-N,test
YJFKREHADGLMHG-UHFFFAOYSA-N,train
YJFOJLPHZMITIB-UHFFFAOYSA-N,train
YJGBKRNWMAQSOS-UHFFFAOYSA-N,train
YJGBTSARIRGWHX-KZUDCZAMSA-N,test
YJGFZFHIDUDCNH-YSMPRRRNSA-N,train
YJGPWNCHDJDGJR-UHFFFAOYSA-N,train
YJHBORBWSSPLGN-UHFFFAOYSA-N,train
YJHQKHRGRXRQHB-AWEZNQCLSA-N,train
YJHYSUSIHLLMIF-UHFFFAOYSA-N,train
YJIFYABMCMRSLG-UHFFFAOYSA-N,train
YJIMLYYYEXMOIV-AWEZNQCLSA-N,train
YJJIALJNKYISIO-UHFFFAOYSA-N,train
YJJIOYPSLPQCAL-UHFFFAOYSA-N,train
YJJRHHPECPTSAX-UHFFFAOYSA-N,train
YJJVJEUUTBGCGP-IBGZPJMESA-N,train
YJKAURSCBYQFJU-UHFFFAOYSA-N,train
YJKBKDOYRHHENB-QXSURTEESA-N,train
YJKSAZNNFSPSJE-UHFFFAOYSA-N,train
YJKSXILGDKVDBO-UHFFFAOYSA-N,train
YJKYOVAWMNRRSS-IAMFDIQRSA-N,train
YJLFQEKLHUNBPG-ADSBAMQRSA-N,train
YJLNHZBJXDIDAF-UHFFFAOYSA-N,train
YJLVMTVZVJSNHG-UHFFFAOYSA-N,train
YJLWKFLPMPJFAE-SDFUBRKXSA-N,train
YJLZGTAAHBSPLP-RUZDIDTESA-N,train
YJMCNLNSLRPDKQ-UHFFFAOYSA-N,train
YJMHRFTVOKUYAI-UHFFFAOYSA-N,val
YJMLPSBGVRXCPM-LADRPBIPSA-N,train
YJNJZRPSXFNKCV-UHFFFAOYSA-N,train
YJNSSHGTSILZGM-UHFFFAOYSA-N,train
YJNUYVIFARPTCL-UHFFFAOYSA-N,val
YJNVZAXZUDOAAI-UHFFFAOYSA-N,train
YJNWDJIIFRGLRO-QAPHTEMCSA-N,val
YJOJUMZZICUZST-UHFFFAOYSA-N,train
YJOMLCNZKKWNEJ-UHFFFAOYSA-N,train
YJOPXKGZSGOMKN-XUTLUUPISA-N,test
YJPBPGZGKUBEFM-UHFFFAOYSA-N,train
YJPDSCHNEKNQAA-UHFFFAOYSA-N,train
YJPRCVWTWRDRGM-UHFFFAOYSA-N,train
YJPWVCIGSHWNON-UHFFFAOYSA-N,train
YJQCEASZGHVWRM-UHFFFAOYSA-N,train
YJQCTVLHCNIJAL-LJQANCHMSA-N,train
YJQJSZIDTDMDQM-UHFFFAOYSA-N,train
YJQYGQPSFWVGBA-UHFFFAOYSA-N,val
YJQZYXCXBBCEAQ-UHFFFAOYSA-N,train
YJRGLITVAGQYEQ-RPKDUVEISA-N,train
YJRSXDGYNINSJU-UHFFFAOYSA-N,train
YJRZCHGBUZZOPZ-UHFFFAOYSA-N,val
YJSBONOKYYPFLW-ACJLOTCBSA-N,train
YJSBONOKYYPFLW-UGSOOPFHSA-N,train
YJSBONOKYYPFLW-UWBLVGDVSA-N,train
YJSFAHMGDRBZGH-UHFFFAOYSA-N,train
YJSGCDMQUMTAAB-UHFFFAOYSA-N,train
YJSHFVYHZMYBJH-UHFFFAOYSA-N,train
YJSIAPOCAPLBIW-UHFFFAOYSA-N,val
YJSMEONIEBYZRH-VRKFHHGPSA-N,val
YJSPAIGIXYSMEQ-UHFFFAOYSA-N,train
YJTBKMNJMMUQAK-SANMLTNESA-N,train
YJTRJTNNIPXFJB-UHFFFAOYSA-N,train
YJTSMQVXARPZGP-UHFFFAOYSA-N,train
YJTUMWSGGUZEFI-DJNXLDHESA-N,train
YJTYFVIOMCEYTG-UHFFFAOYSA-N,train
YJUANBRSJHPDHJ-UHFFFAOYSA-N,val
YJWAEVJYNLWHBQ-WJOKGBTCSA-N,train
YJWDSNSUCGERRI-YTTGMZPUSA-N,test
YJWQTICONBXOHT-KOQKOIQBSA-N,train
YJWQTICONBXOHT-KWJLTHHISA-N,train
YJWWBNSDIIFYRN-UHFFFAOYSA-N,test
YJWYBNKTHPDWHA-JINQPTGOSA-N,val
YJXDJZLDWYWBPH-UHFFFAOYSA-N,train
YJXDRUZZNZTVEI-UHFFFAOYSA-N,train
YJXJWPIHVCCSOE-QNEJGDQOSA-N,train
YJXRHUOPRFSHGT-BDHVOXNPSA-N,train
YJXRUDJEAHAFSB-UHFFFAOYSA-N,test
YJXYZPLPRPNAPZ-HZCBDIJESA-N,train
YJXYZPLPRPNAPZ-SZPZYZBQSA-N,train
YJYATIKHBYQFBB-UHFFFAOYSA-N,train
YJYMMJSBCVZBHP-UHFFFAOYSA-N,train
YJYMXCFUNVLJOC-UHFFFAOYSA-N,train
YJYPRLFGAJUDER-UHFFFAOYSA-N,train
YJYYWWDRIBCBBQ-UHFFFAOYSA-N,train
YJZNDQMSXXSTQC-UHFFFAOYSA-N,val
YJZWYFVCSIIDBC-UHFFFAOYSA-N,train
YKAVVIHZGFUKAP-HKBQPEDESA-N,train
YKAWIHSYTZKAKA-UHFFFAOYSA-N,train
YKAZZRWCNMLLKW-UHFFFAOYSA-N,train
YKBFFVZKTZNPHR-UHFFFAOYSA-N,train
YKBSOOTVHNCRCX-UHFFFAOYSA-N,train
YKBSTCIMMWNFBG-UHFFFAOYSA-N,train
YKBUVGDLUNQZHJ-CMZRPVNOSA-N,train
YKCBBFUAFHUPJE-UHFFFAOYSA-N,train
YKCHNWKXANLFGS-WGSAOQKQSA-N,test
YKCLPZQBFQBZAH-UHFFFAOYSA-N,train
YKCMZUSFFWAFBL-UHFFFAOYSA-N,test
YKCOYIKIANOWTN-UHFFFAOYSA-N,train
YKCXNSAIVWHWKR-IQZDNPOKSA-N,val
YKCXNSAIVWHWKR-UJCHZGTJSA-N,train
YKCZVFYOXMAMHO-LLVKDONJSA-N,train
YKCZVFYOXMAMHO-NSHDSACASA-N,train
YKDLGDBIORZVLP-UHFFFAOYSA-N,train
YKDMIPMJDYHYSQ-KRWDZBQOSA-N,train
YKDOURWNBDLSNO-UHFFFAOYSA-N,train
YKDPKVFUKKJFFE-UHFFFAOYSA-N,train
YKDVOSGRSQHNCT-UHFFFAOYSA-N,train
YKEHADGSHPVALU-UHFFFAOYSA-N,train
YKEORGNMVCKLCC-UHFFFAOYSA-N,train
YKEZGADHKKBNFP-UHFFFAOYSA-N,test
YKFKJORUFQAASU-UHFFFAOYSA-N,val
YKFPUVWCWURPGY-UHFFFAOYSA-N,train
YKHJGTINLIVMSH-UHFFFAOYSA-N,train
YKHJUBWGIDUWRV-UHFFFAOYSA-N,train
YKHRSVIIDZBCNT-RTJMFUJLSA-N,test
YKHWDAQHASKZPG-UHFFFAOYSA-N,train
YKIGCHLVTYJFLY-UHFFFAOYSA-N,train
YKIIROJVKKTKLM-UHFFFAOYSA-N,train
YKIWXNATSYCOKT-UHFFFAOYSA-N,train
YKIXQKWYPCASOJ-HNNXBMFYSA-N,train
YKIYMEVKKILHAK-JXAWBTAJSA-N,test
YKJMMLPNQSTDLZ-UHFFFAOYSA-N,test
YKJSCTKQOKFGSG-UHFFFAOYSA-N,val
YKKMWJPRJQDGFX-UHFFFAOYSA-N,train
YKKQUJHYJQWYHQ-UHFFFAOYSA-N,train
YKKWZIMOHYFXIC-UHFFFAOYSA-N,train
YKKXAJDQMUZDKP-UHFFFAOYSA-N,train
YKKZNRIWXKPTPW-UHFFFAOYSA-N,train
YKLBZCPQLOXMBM-UHFFFAOYSA-N,train
YKLLQSPNTXNQJT-JCNLHEQBSA-N,train
YKLMGKWXBLSKPK-UHFFFAOYSA-N,train
YKLQIFXBHVFFQC-UHFFFAOYSA-N,train
YKLYCPQJLBMMOK-UHFFFAOYSA-N,test
YKMMIZDDGKTHST-UHFFFAOYSA-N,train
YKNBDIOCHDAMFY-UHFFFAOYSA-N,train
YKNBMORIVLLGGL-UHFFFAOYSA-N,train
YKNBYIQXICDOOY-UHFFFAOYSA-N,test
YKNGSJLQIZZOCJ-IBGZPJMESA-N,test
YKNNKGNQGPFRTQ-UHFFFAOYSA-N,train
YKNNRQLCQGQFRB-UHFFFAOYSA-N,train
YKNZGOSWPPSVJA-QGZVFWFLSA-N,train
YKNZRLLQSHZKFO-UHFFFAOYSA-N,test
YKOCNDOHGCGTRO-UYRXBGFRSA-N,train
YKOORYUATMJZNO-UHFFFAOYSA-N,train
YKOVUPRWHICZKA-UHFFFAOYSA-N,train
YKOZCLDGQZJVLP-UHFFFAOYSA-N,train
YKPCBCRAIPSEPN-UHFFFAOYSA-N,train
YKPGNZVOBCFWKX-WUJWULDRSA-N,train
YKPNHAFJRMFKIY-UHFFFAOYSA-N,train
YKPYKXNARKJIFA-HSZRJFAPSA-N,train
YKPZOVVLNSAWPV-UHFFFAOYSA-N,train
YKQCCMOWWKAYOX-UHFFFAOYSA-N,test
YKQIPFPCSZULFR-UHFFFAOYSA-N,test
YKQQRVXBJOWHCU-UHFFFAOYSA-N,train
YKRBXSNVGLHYGK-SEFGFODJSA-N,train
YKRMLRJYNNXEFD-UHFFFAOYSA-N,train
YKRPBFQIPHGRFC-UHFFFAOYSA-N,val
YKSBJLBTCMITSS-UHFFFAOYSA-N,train
YKSIZFAAHBYGMG-UHFFFAOYSA-N,train
YKSNHFYWUVHFEC-UHFFFAOYSA-N,train
YKSOFUBFGNIVRO-UHFFFAOYSA-N,train
YKTBDLSRILDSHB-UHFFFAOYSA-N,train
YKTFTKYTVUHUCP-UHFFFAOYSA-N,train
YKTICKJUTVSZBR-UHFFFAOYSA-N,train
YKUAGRKABCIADY-UHFFFAOYSA-N,train
YKUDVEVHRUJXLV-UHFFFAOYSA-N,train
YKUHLXRZNYUNSP-UHFFFAOYSA-N,train
YKUHVFWVMAFIOS-BGERDNNASA-N,train
YKUWYPPZSUFMOI-UHFFFAOYSA-N,val
YKUXAAJJGAYTRC-UHFFFAOYSA-N,val
YKVGZZSPPYJECO-SZSCYUJKSA-N,train
YKVKIUOZWOSARU-UHFFFAOYSA-N,train
YKVNJQGTRMCVSV-YJIDBOMVSA-N,train
YKVXFJUHOCXIAS-UHFFFAOYSA-N,train
YKWJNVFPKLFRRE-UHFFFAOYSA-N,train
YKWQMQSCCFKVSX-UHFFFAOYSA-N,train
YKWRTRHYNQCZLY-KRWDZBQOSA-N,test
YKWZEQPGFWMFQD-FCEWJHQRSA-N,train
YKWZEQPGFWMFQD-MDZRGWNJSA-N,test
YKXAXNRPKPCUCH-UHFFFAOYSA-N,test
YKXMBHDUHKAAHY-UHFFFAOYSA-N,val
YKXZIJJSMKNGPV-QGZVFWFLSA-N,train
YKXZKLSNPWWCMO-VROINQGHSA-N,train
YKYDDSGDEYNUFK-MNNVXMFVSA-N,train
YKYFCUZSEAKDFM-UHFFFAOYSA-N,val
YKZHLZRHRDJWAE-UHFFFAOYSA-N,test
YKZLXQPXJSBUQA-UHFFFAOYSA-N,train
YKZNMHWYVVPEPW-WMLDXEAASA-N,test
YLAPHXZIXJJZIH-UHFFFAOYSA-N,train
YLBAKLXUDHUWLV-UHFFFAOYSA-N,train
YLBAUILBKHRTFL-UHFFFAOYSA-N,test
YLBPHVXQOOCXLU-UHFFFAOYSA-N,val
YLBURYYQPIWURZ-XWDHDVEBSA-N,train
YLCKJMOFQLTACK-UHFFFAOYSA-N,train
YLCLLKAZDZHDPH-UHFFFAOYSA-N,train
YLCXCSQXAOAQCN-UHFFFAOYSA-N,test
YLDAIYDYJXZDGW-UHFFFAOYSA-N,test
YLDFAQJJCPSUTK-UHFFFAOYSA-N,val
YLDQYSJOXZDHDL-UHFFFAOYSA-N,val
YLEPHVZVZULFSJ-IMSRSEOMSA-N,train
YLEPHVZVZULFSJ-KSHOWADASA-N,train
YLEPHVZVZULFSJ-VACFCZKPSA-N,train
YLFFYCSPRODDOW-UHFFFAOYSA-N,train
YLFINAUVWATNCS-UHFFFAOYSA-N,train
YLFKXLWPRFJNGQ-LBPRGKRZSA-N,train
YLFNNNXHMYFDOH-GOSISDBHSA-N,train
YLFOPAWKYWNYCF-FKBYEOEOSA-N,train
YLFPZRPXZQPKNI-UHFFFAOYSA-N,train
YLFXWKMESNZSJH-YVTYUBGGSA-N,train
YLFXZYOUOHNWMF-OMYAATJGSA-N,train
YLFZBCQOSPMSCC-UHFFFAOYSA-N,train
YLGBXIFLTCUQDE-UHFFFAOYSA-N,train
YLGVHOFWOIUHJN-SECBINFHSA-N,train
YLGXHKHIKDCOIA-UHFFFAOYSA-N,train
YLGZUXIXVYBUIK-HSZRJFAPSA-N,train
YLHDGURHLCTIDP-UHFFFAOYSA-N,train
YLHDGURHLCTIDP-ZVAWYAOSSA-N,train
YLHDUHADRCEDQH-UHFFFAOYSA-N,train
YLJCZFXDNCHXPO-UHFFFAOYSA-N,train
YLJKCCPSAPDTDJ-UHFFFAOYSA-N,val
YLJQBHPGKIIBAF-UHFFFAOYSA-N,train
YLJREFDVOIBQDA-UHFFFAOYSA-N,train
YLJUQDZJFUBUSL-UHFFFAOYSA-N,train
YLJVNDQEACKRKQ-GXWLMAPZSA-N,test
YLJZJILCUFFMCQ-UHFFFAOYSA-N,train
YLKGOUUWGODSMW-CJLVFECKSA-N,train
YLLFOYMWGWZZIG-WGSAOQKQSA-N,train
YLLMKDPCGLJFQN-CYBMUJFWSA-N,train
YLLMKDPCGLJFQN-ZDUSSCGKSA-N,train
YLLTWXHBMGFCTJ-UHFFFAOYSA-N,train
YLLXLXBKQWDCEB-PMERELPUSA-N,val
YLLYKQYSOWECSZ-UHFFFAOYSA-N,train
YLMBDLILZJVQAF-UHFFFAOYSA-N,train
YLMDGOIMFQBENG-BMIGLBTASA-N,val
YLMINLFFTIVZTE-UHFFFAOYSA-N,train
YLMKDUHUYYITGE-UHFFFAOYSA-N,train
YLMMYYCOZCUKKA-UHFFFAOYSA-N,train
YLMYIJABZJMHCX-OYRHEFFESA-N,train
YLNKOYUKDZZJOW-UHFFFAOYSA-N,train
YLNLBAKIYXCWBQ-UHFFFAOYSA-N,test
YLNLOEKWGXAJSQ-UHFFFAOYSA-N,train
YLNYVRMYGMHHFV-UHFFFAOYSA-N,test
YLOCTAWZZXJSJN-KBPBESRZSA-N,val
YLOHWEBOWAAUCC-UHFFFAOYSA-N,train
YLOJDFDBOQARES-RQXATKFSSA-N,test
YLOOVLOMQTYREV-UHFFFAOYSA-N,train
