murcko_scaffold_mode,split_scaffold
C(=Nc1ccc(Nc2ccnc(Nc3ccccc3)n2)cc1)Nc1ccccc1,val
O=C(Nc1ccc(Nc2ncnc3cc(OCCN4CCNCC4)c4c(c23)OCCO4)cc1)NC1CC1,val
C1=C(c2cc(C3CCc4ccc(CC5CC5)cc4O3)ccc2-c2ccccc2)CCC1,val
O=c1[nH]c(=O)c2cc(OCCCN3CCN(c4cccc5sccc45)CC3)ccc2[nH]1,train
O=C(Nc1ccccc1)c1cccc2cc(Oc3ccnc4ccccc34)ncc12,test
c1cncc(-c2[nH]nc3c2Cc2ccc(OCCCCN4CCOCC4)cc2-3)c1,val
O=C(OCc1coc(-c2ccccc2)n1)c1ccc(CCSCCc2ccccc2)cc1,val
O=C(CCC1CCN(Cc2ccccc2)CC1)c1ccc2ncsc2c1,test
c1ccc(-c2ncn(C3CCCCC3)c2-c2ccncn2)cc1,train
c1ccc(COc2ccc(CCn3ncc4c3ncn3nc(-c5ccco5)nc43)cc2)cc1,train
O=C(NC[C@@H]1CCCN1C(=O)CC[C@H]1CCc2ccccc21)c1cccc(S(=O)(=O)N2CCCCC2)c1,val
O=C(c1ccc(-c2ccncc2C#Cc2cccnc2)cc1)N1CCN(C2COC2)CC1,train
O=C(Nc1cccc(-c2c[nH]c(=O)c(N3CCOCC3)c2)c1)c1ccnc(N2CCC2)c1,test
O=C(NCCCCN1CCN(c2ccncn2)CC1)N1CCCN(c2ccccc2)CC1,test
c1coc(-c2ncc3cc(CNC4CC4)sc3n2)c1,train
O=C(Nc1ccccc1)c1cnc(N2N=C(c3ccccc3)CC2c2cnc3ccccc3c2)s1,test
O=C(c1cccc(NC(=O)c2cccc3[nH]ccc23)c1)c1ccc2c(C=Cc3ccccn3)[nH]nc2c1,test
O=C1CCOc2cc(CCN3CCC(Cc4ccccc4)CC3)ccc21,test
O=C1C=C[C@]2(CC=Nc3cc4c5c(c32)=NCCC=5C=N4)CC1,test
c1ccc(Nc2cc(N3CCCCC3)nc3ccnn23)nc1,val
c1cc(-c2ccc(COc3ccc4c(c3)C3(CCC4)CC3)cc2C2CCCC2)ccn1,test
c1cc(Cc2nnc(-c3ccsc3)s2)cc([C@H]2CCCCO2)c1,val
O=C1c2cc(-c3ccc(N4CCNCC4)cc3)ccc2Nc2ccccc2N1Cc1ccccc1,test
c1ccc(C2CCN(CCNc3ncn4nc(-c5ccco5)nc4n3)CC2)cc1,val
O=S(=O)(Nc1cncc(-c2ccc3ncncc3c2)c1)c1ccccc1,train
O=C(NCc1ccc(-c2nn([C@@H]3CCc4ccccc43)c3ncncc23)cc1)c1ccccc1,test
c1ccc(-c2cn(-c3ccc(CCN4CCCCC4)cc3)c3ncncc23)cc1,val
O=C(Oc1ccccc1)C1C(c2ccccc2)CC1c1ccccc1,test
O=C(NCCn1ccc2ncnc(Nc3ccc(Oc4cccc5sncc45)cc3)c21)C1CCCN1,train
O=C(Cn1ncc2nc(N3CCCCC3)[nH]c2c1=O)c1ccccc1,train
O=C(CCCCC1CCSS1)NCCCNC1=CC(=O)C(NCCCCCCNCc2ccccc2)=CC1=O,test
c1ccc(C2CNCc3cc(OCCCN4CCN(c5nccs5)CC4)ccc32)cc1,train
O=C(NC1CCCCC1)c1ccc(C(=O)c2cnc3cccnn23)cc1,train
c1ccc(Cc2nn([C@H]3CCCCO3)c3ccccc23)cc1,test
O=C(Nc1ccccc1)Nc1nnc(-c2cccnc2)o1,train
O=C(Cn1c(=O)[nH]c2ncsc2c1=O)N1CCN(c2ccccn2)CC1,test
O=C(NCCCCCN1CCN(c2ccccc2)CC1)c1ccc2ccccc2c1,test
O=C(Cn1cc(-c2cnc3ccc(N(CC4CC4)c4ccccc4)cc3n2)cn1)N1CCCC1,test
c1ccc2c(-n3cnc(Nc4ccc(C5CCNCC5)cc4)n3)ncnc2c1,train
O=C(Nc1ccc(CN2CCNCC2)cc1)Nc1ccc(Nc2ccnc(Nc3ccccc3)n2)cc1,val
c1ccc(C23CCCCC2OCNC3)cc1,val
c1ccc(COc2ccc(OCc3ccc4ccccc4n3)cc2)cc1,val
c1ccc(CCNc2cccc3[nH]cnc23)cc1,train
O=C(NCc1ccc(Nc2ncnc3c2ncn3[C@H]2CCCO2)cc1)c1ccccc1,test
O=C(N[C@H]1CC[C@H](CCN2CCc3ccccc3CC2)CC1)c1cccc(-c2ccno2)c1,train
c1ccc(-c2cncc(CN3CCN(c4cnccn4)CC3)c2)cc1,train
O=c1[nH]c2ncc(-c3cccnc3)nc2n1CC1CCOCC1,test
O=C1/C(=C/c2ccc(OCCN3CCCCC3)cc2)Cc2ccccc21,test
O=C(Nc1ccc(N2CCNCC2)cc1)c1cccc2cc(Oc3ccncn3)ccc12,val
O=C(N[C@H]1CC[C@H](CCN2CCC(c3coc4ccccc34)CC2)CC1)c1ccc(-c2ncon2)cc1,test
c1ccc(CCCNc2cc3nc(-c4ccco4)nn3cn2)cc1,test
O=C(CNCCCc1ccccc1)N1CCC[C@@H]1c1ccccc1,test
O=c1[nH]c2cnc3ccc(-c4cccnc4)nc3c2n1C1CCN(c2ncccn2)CC1,test
C1=C2CCCCC2[C@H]2CCC3CC(NCc4ccccc4)C[C@H]3[C@@H]2C1,train
O=C(N[C@H]1CC[C@H](CCN2CCN(c3nccc4c3CCO4)CC2)CC1)c1ccc(N2CCOCC2)cc1,val
O=C(/C=C/CNC1CC1)Nc1ccc2ncnc3c2c1CCN3c1ccc(OCc2ccccn2)cc1,val
O=C1OCCN1c1ccn2ncc(-c3ccc(-c4nncs4)cc3)c2n1,train
O=C(C1CCC1)N1CCN(c2ncncc2C#Cc2cccnc2)CC1,val
O=S(=O)(c1ccc2c(c1)OCO2)N1CCC(CSc2ncc[nH]2)CC1,train
c1ccc(C2OCc3ccc4ccccc4c32)cc1,train
O=C(Nc1ccc(Oc2ccncc2)cc1)Nc1ccnn1-c1ccc2ncccc2c1,val
O=C(NCC(=O)N1CCCC1)c1ccnc2ccccc12,test
c1ccc(Cn2cc(-c3ccc4[nH]ncc4c3)nn2)cc1,test
O=C(Nc1cccc(-c2cc(=O)cc(N3CCOCC3)[nH]2)c1)c1ccccc1,test
c1ccc(CCc2ccc3ccccc3c2)nc1,test
c1ccc2c(-c3c[nH]c4ncncc34)cncc2c1,val
c1ccc(Nc2nccc(-c3csc4ccccc34)n2)cc1,train
O=C(Nc1ccccc1)Oc1ccc2c(c1)C1CCN(Cc3ccccc3)C1N2Cc1ccccc1,test
O=C(Nc1ccccc1)Oc1ccc2c(c1)C1CCN(Cc3ccccc3)[C@@H]1N2Cc1ccccc1,test
O=C(CCCN1C(=O)c2ccccc2C1=O)N1CCCCCC1,test
O=C(CCC1CCN(Cc2ccccc2)CC1)c1ccc2c(c1)CCN2c1ccccc1,train
O=c1[nH]c2cccc(CCNCCc3cccc(CNCCc4ccccn4)c3)c2s1,test
O=C(Nc1cccc(C(=O)Nc2ccc(OCc3ccccn3)cc2)c1)c1ccc(CN2CCNCC2)cc1,train
C1=C(Cc2ccccc2)CCN(CCC(c2csc3ccccc23)N2CCCC2)C1,train
c1ccc(COc2ccc(COc3ccc4cnoc4c3)cc2)nc1,val
O=c1ccc(-c2c(-n3cccn3)ncn3nc(Cc4ccccn4)nc23)c[nH]1,train
c1ccc(SCc2cc3ccccc3o2)cc1,test
O=c1nc2sccc2c[nH]1,val
O=C(Nc1cccc(Nc2nc(-c3c[nH]c4ccccc34)c3cccnc3n2)c1)c1ncc[nH]1,val
O=C(Nc1ccc(S(=O)(=O)Nc2ccc(CCNCCCOc3ccccc3)cc2)cc1)OCc1ccccc1,test
O=S(=O)(Cc1ncnc(N2CCNCC2)n1)c1ccccc1,val
O=C1Nc2cccc(OCCCNCCc3ccc(Oc4ccccn4)cc3)c2C12CC2,test
c1cncc(-c2ccc(CCn3ncc4c3ncn3nc(-c5ccco5)nc43)nc2)c1,train
C(=C/c1ccc2ccccc2[nH+]1)\c1cc2ccccc2[nH]1,test
c1ccc(CN2C3C4C5CC6C7C5C3C7C2C64)cc1,test
O=C(CN1C(=O)c2ccccc2S1(=O)=O)NCC1CCN(c2ncc3nc(-c4ccco4)sc3n2)CC1,train
c1ccc(-c2nc(CCOc3cccc(C[C@@H]4CCN(c5ccccc5)C4)c3)co2)cc1,test
c1ccc(-c2nc(CCOc3cccc(C[C@H]4CCN(c5ccccc5)C4)c3)co2)cc1,val
C(#Cc1cnc[nH]1)CN(c1ccccc1)c1ccc2ncc(-c3cn[nH]c3)nc2c1,val
N=S(=O)(CC1CC1)c1ccc(Nc2ncccn2)cc1,train
O=c1nc(-c2ccc3nccc(-c4ccccc4)c3c2)[nH]o1,test
c1ccc(Sc2ccc([C@@H]3COCCO3)cc2)cc1,val
O=C(CN1CCN(Cc2ccccc2)CC1)NC1c2cn[nH]c2-c2sccc21,train
O=c1ccc2ccc(OCCCN3CCCN(c4ccccc4)CC3)cc2[nH]1,val
O=C(Nc1cccc(Oc2ccc3c(C=Cc4cccs4)[nH]nc3c2)c1)c1ccccc1,test
c1ccc2c(c1)CNCC2c1ccc2ncccc2c1,train
c1cc(OCCCCOc2ccc3cnoc3c2)c2cc[nH]c2c1,val
O=C(C1CNC(C(=O)N2CCCC2)C1)N1CCCCCCC1,train
O=C(Nc1ccccc1)c1cncc(-c2ccc[nH]c2=O)c1,train
c1ccc(OCCNc2nc3n[nH]cc3c3nc(-c4ccco4)nn23)cc1,test
O=C(Nc1ccc(-c2cc(N3CCOCC3)nc(N3CCOCC3)n2)cc1)Nc1cccc(-c2cccnc2)c1,test
c1ccc(CNc2ncnc3oc(-c4ccc(NCCN5CCCCC5)cc4)cc23)cc1,val
O=C(Nc1ccccn1)c1cccc2c1CCN(Cc1ccnc3ccccc13)C2,test
c1csc(CN(Cc2nc3c4ccc5c(c4ncn3n2)OCO5)CC2CC2)n1,train
O=C(/C=C/CN1CCCC1)Nc1cccc(Nc2ccnc(Nc3ccccc3)n2)c1,train
O=C(Nc1nc2ccc(-c3cccc(-c4nccs4)c3)cc2s1)C1CC1,val
C1=NOCC1,train
c1ccc(CNc2ncnc3c2sc2ccccc23)cc1,train
c1ccc(-c2ncn3nc(CC4CCCO4)nc3c2-c2ccnnc2)cc1,train
O=C(NCc1ccccc1)c1ccc2ccc3cccc4ccc1c2c34,train
O=C(Nc1ccccc1)Nc1ccc(Oc2ccc3[nH]c(NC(=O)c4cccnc4)nc3c2)cc1,test
c1ccc(Oc2ccnc(N3CCCC3)n2)cc1,val
c1ccc(-c2ccc3ncoc3c2)cc1,test
O=C(Nc1ccc(CN2CCNCC2)cc1)C1CCN(c2ccc3ncc(-c4ccccn4)n3n2)C1,train
C(=Cc1c(-c2ccccc2)noc1-c1cc[nH]c1)c1ccccc1,train
O=C(CCS(=O)(=O)Cc1cccc(Oc2ccccc2)c1)N1CCCC1,train
c1ccc(-c2cn[nH]c2)cc1,val
O=C1Nc2cc(CNCCN3CCCCCC3)ccc2Nc2nccc(Nc3ccccc3)c21,test
c1ccc(CNCCOc2cccc3[nH]ncc23)cc1,val
O=c1nc(C=C2c3ccccc3CCc3cc(Cn4cnc5cccnc54)ccc32)[nH]o1,train
O=C(NCCN1CCC(Cc2ccccc2)CC1)Nc1ccnc2ccccc12,test
c1ccc(-c2cc3c(cn2)[C@H](Oc2cccc(CC4CC4)c2)CC3)cc1,train
O=C(Nc1ccccc1)c1cccc2ccccc12,val
c1ccc(Sc2nc3cnc(Nc4ccc(N5CCNCC5)cc4)nc3n2C2CCOCC2)cc1,train
c1ccc(N2CCCN(CCCCOc3ccc4scnc4c3)CC2)cc1,train
O=S1(=O)CCCc2nc(-c3ccccc3)nc(N3CCOCC3)c21,train
O=C(c1cccc(OCc2ccccc2)c1)c1ccccc1NCCc1ccc(OCCNc2nc3ccccc3o2)cc1,test
c1ccc(-c2c(-c3ccc(OCCn4ccnc4)cc3)oc3nccc(NCCN4CCNCC4)c23)cc1,val
N=C1NC(=O)/C(=C/c2ccc(OCCCOc3ccccc3)cc2)S1,val
O=C(NCC1CCCCC1)c1cc2c(-c3ccccc3)[nH]nc2s1,val
c1nc([C@H]2CCNC2)cs1,test
c1ccc(-c2cccc(Nc3ncnc4cc5c(cc34)OCO5)c2)cc1,test
O=S(=O)(CCc1ccccc1)Nc1ccc(CCNCCCOc2ccccc2)cc1,test
O=C(Nc1nccs1)C(c1ccccc1)N1CCc2cc(-c3ccc(N4CCNCC4)cc3)ccc2C1=O,val
O=C(CCC1CC[NH+](CCOc2ccccc2)CC1)c1cc2ccccc2s1,test
O=C(N[C@@H]1CCc2ccc(Oc3ccnc(NC(=O)C4CC4)c3)cc2C1)c1ccccc1,train
O=C(CN1CCNCC1)Nc1nc2cc(Oc3ccc(NC(=O)Nc4ccccc4)cc3)ccc2[nH]1,train
O=C(Nc1cccc(CCNCCc2c[nH]c3ccccc23)c1)c1ccccc1,test
C1=C[C@H]2Cc3c4[nH]c5ccccc5c4cc[n+]3C[C@@H]2CO1,train
O=C(NC[C@H]1CCC2C1CC(=O)[C@@]13C[C@@]14CC[C@@H]1N=CSCC1[C@@H]4CC[C@@H]23)c1ccccc1,test
O=C(CCCc1ccccc1)N1CCn2nnc(-c3ccsc3)c2C1,train
c1ccc(CC2=NCCN2)cc1,val
O=C(OCCc1ccncc1)C1=C(c2ccccc2)CCNC1,train
O=C(NCC1CCCCC1)Nc1ccc(-c2cnc3c(-c4cccc(N5CCNCC5)c4)cnn3c2)cc1,test
O=C(Nc1ccccc1)Nc1ccc(-c2ncc3ccccc3n2)cc1,test
c1ccc(Nc2ncnc3cc(OCCC4CCCCC4)ccc23)cc1,val
O=C(CCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5ccccc5)cc4)c3c2)cc1)Nc1ccccc1,train
C(#Cc1ccc(-c2n[nH]c3c2Cc2cc(CN4CCNCC4)ccc2-3)s1)COc1ccccc1,train
O=c1[nH]c2ncc(-c3ccccc3)nc2n1CC1CCOCC1,train
O=c1[nH]c2cc3c(cc2c2c1[C@@H](N1CCC(Cc4ccccc4)CC1)CCC2)OCO3,test
c1nnc(-c2nc(N3CCOCC3)c3c(n2)N2CCOC[C@H]2C3)s1,val
O=C(/C=C/c1cccc(Oc2ccccc2)c1)NCCCCN1CCN(c2ccccc2)CC1,test
c1cnnc(-c2nc(N3CCOCC3)c3c(n2)N2CCOC[C@H]2C3)c1,val
O=c1[nH]c2cnc(Nc3ccnc(N4CCCCC4)n3)cc2[nH]1,val
N=c1oc2ccccc2cc1C(=O)NCc1ccccn1,train
O=C(NC1CCCC1)c1ccc(-c2ccc3c(c2)CCN(CCN2CCCC2)C3=O)cc1,test
O=C(NC[C@H]1CN[C@@H]2Cc3c[nH]c4cccc(c34)[C@H]2C1)OCc1ccccc1,train
O=C1CC(c2ccccc2)OC12CCNCC2,train
O=c1[nH]c(=O)n(-c2ccc(N3CCNCC3)cc2)c2c1cnc1ccc(-c3cnc4ccccc4c3)cc12,train
c1nc2c(N[C@@H]3CCCNC3)nc(Nc3ccc4c(c3)OCCOCCOCCO4)nc2[nH]1,val
C(=C\c1ccccc1)\CN1CCN(C[C@@H]2ON=C3c4ccccc4OC[C@H]32)CC1,test
C1=CC2(CCN(Cc3ccc(COc4ccccc4)s3)CC2)c2ccccc21,train
c1cc(-c2nc(C3CCOCC3)c3c(n2)N2CCOC[C@@H]2CCO3)c2cc[nH]c2c1,val
c1cc(-c2nc(C3CCOCC3)c3c(n2)N2CCOC[C@H]2CCO3)c2cc[nH]c2c1,test
O=C(N[C@H]1[C@@H]2COC[C@@H]21)c1ccc2c(c1)[C@H](c1ccccc1)CO2,train
O=C1NCc2c1cccc2C(=O)N[C@H]1CC[C@H](CCN2CCc3cccnc3CC2)OC1,test
O=C(CCc1ccc2nc(-c3ccccc3)c3c(c2c1)OCCC3)NCCCCCCCNc1c2c(nc3ccccc13)CCCC2,val
c1ccc(CCNc2ncnc(Nc3nc(-c4ccccc4)cs3)n2)cc1,val
O=C(NCCCCN1CCC(=C2c3ccccc3CCc3cccnc32)CC1)c1cc2ccccc2s1,test
O=C(/C=C/c1ccc2ccccc2c1)NCCCCN1CCN(c2ccccc2)CC1,val
O=C1c2ncoc2CCN1CCN1CCN(c2nsc3ccccc23)CC1,train
c1ccc2c(c1)CC1COc3ccccc3C21,train
C(=NCCCCCCCOc1ccc2ncnc(Nc3ccccc3)c2c1)Nc1cccnc1,test
O=C(NC1CCCCC1)C1CNCCN1C(=O)CCCN1CCN(c2ccccc2)CC1,test
O=c1nc(N2CCCCC2)ccn1CCCCN1CCN(c2ccncn2)CC1,train
c1ccc(Oc2ccc(Nc3ncnc4ccc(-c5ccc(CN6C[C@H]7C[C@H]7C6)cc5)cc34)cc2)cc1,test
c1ccc(Oc2ccc(Nc3ncnc4ccc(-c5ccc(CN6CC7CC7C6)cc5)cc34)cc2)cc1,test
O=C(NC1CCC1)C1C[C@@H]1c1ccc(NCc2cnc(-c3ccccc3)s2)cc1,test
c1ccc(Cc2nc3c(-c4ccnnc4)c(-c4ccccc4)ncn3n2)cc1,val
O=C(Nc1ccc(C(=O)NCCc2ccccn2)cc1)Nc1ccc(-c2nc(N3CCOCC3)c3nn[nH]c3n2)cc1,train
c1ccc(C2(OCC3CC3)CCCCC2)cc1,test
O=C(CCC1CCN(Cc2ccccc2)CC1)c1cc2c3c(c1)CCC(=O)N3CCC2,test
O=C(Nc1ncc2cc3c(cc2n1)OCO3)c1ccccc1,test
c1cc(-c2ccc3c(N4CCOCC4)nc(N4CCOCC4)nc3n2)ccc1CN1CCCC1,train
c1ccc2c3c([nH]c2c1)CCC(CNC[C@H]1COc2c(ccc4[nH]ccc24)O1)C3,val
O=C(c1ccc(-c2ncncc2C#Cc2cccnc2)cc1)N1CCC(c2ccccc2)CC1,train
O=C(Nc1nc2ccc(Oc3ccccc3)cn2n1)C1CC1,test
O=C(CCNCC(=O)N1CCCC1)N[C@H]1C[C@@H]1c1cncs1,val
O=C(/C=C/CN1CCC1)Nc1cc2c(Nc3ccccc3)ncnc2cc1OC[C@H]1[C@@H]2COC[C@@H]21,train
O=C(Nc1ccccc1)Nc1ccc(Oc2ccc3[nH]cnc3c2)[nH+]c1,train
O=C(NCCCc1ccccc1)c1cc2c3c(ccc2[nH]1)OCC(CNCCCc1ccccc1)O3,train
c1ccc(-c2ccc(CN3CCCCC3)[nH]2)cc1,val
c1ccc([C@]23CCNC[C@@]2(Cc2ncco2)C3)cc1,train
c1ccc(-c2cc(-c3cn(Cc4c[nH]c5cccnc45)nn3)ncn2)cc1,train
O=C(c1ccc2[nH]c(-c3cc4ccccc4[nH]c3=O)nc2c1)N1CCNCC1,test
O=C(CCNCC(=O)N1CCCC1)N1CCOCC1,train
O=C(CCC1CCOCC1)NC1CN(C(=O)c2nc(NCc3cccnc3)nc3ccsc23)C1,test
O=C(NC1CC1)c1cccc(-c2ccc3cnncc3c2)c1,val
O=C(OCCCCc1ccccc1)C1=C(c2ccccc2)CCNC1,val
c1ccc2c(N3CCOCC3)c3c(nc2c1)CCCC3,test
c1ccc(C2CNCCc3c(-c4ccc5ccccc5c4)cccc32)cc1,val
O=C(NCc1ccccc1)Nc1nc2nc(NCCCN3CCNCC3)ncc2cc1-c1ccccc1,test
O=c1c2ccccc2[se]n1CCCCC1CCN(Cc2ccccc2)CC1,train
c1ccc(CN2CCN(c3nc(-c4ccccc4)nc4ccccc34)CC2)cc1,val
O=C(NCc1cc(-c2[nH]nc3c2Cc2cc(CN4CCNCC4)ccc2-3)cs1)Nc1ccccc1,test
O=C(CS(=O)(=O)c1ccccc1)c1c[nH]n(-c2ccccc2)c1=O,train
C(#Cc1cncnc1N1CCN(c2ccccn2)CC1)c1cccnc1,train
O=C(CCCn1nc(-c2ccc3ocnc3c2)c2cncnc21)OCCCCCCOc1no[nH+]c1S(=O)(=O)c1ccccc1,val
O=C(NC1CCN(Cc2ccccc2)CC1)c1ccc2c(c1)OCCCO2,val
c1cc(-c2nc3c(N4CCOCC4)nc(N4CCOCC4)nc3s2)c2cc[nH]c2c1,val
c1ccc([C@H]2CC[C@@H]3c4ccccc4CCN3C2)nc1,val
O=c1ccoc2cc3oc(-c4ccccc4)cc3cc12,val
O=C(N[C@H]1CC[C@H](NCC(=O)N2CCCC2)CC1)C1CCCCC1,train
O=C(Nc1csc2ccccc12)c1ccccc1,test
C(=C/c1nc2ccccc2n1Cc1ccccc1)\c1ccccc1,val
O=C(NC1CCc2ccc(CCN3CCN(c4nsc5ccccc45)CC3)cc21)c1ccco1,val
O=C(N=S1(=O)CCN(C(=O)NCCCC(=O)N2CCCC2)CC1)c1cncc(C#Cc2cccc(NC(=O)c3ccco3)c2)c1,val
O=C(NCc1ccccn1)c1cnc(-c2ncco2)c(-c2ccc3ncnn3c2)n1,test
O=C(NCc1ccccc1)c1cccc(C(=O)Nc2ccc3oc(-c4ccccc4)nc3c2)c1,val
c1ccc2c(c1)c1cc[nH+]cc1n2CCCCCCCCCn1c2ccccc2c2cc[nH+]cc21,train
O=c1[nH]c(=O)c2nc(-c3ccc(S(=O)(=O)NC4CCN(Cc5ccccc5)CC4)cc3)[nH]c2[nH]1,train
c1ccc(COc2cccc(O[C@H]3CCN(Cc4nc5ccccc5n4C[C@@H]4CCO4)C3)n2)cc1,train
c1ccc(COc2cccc(O[C@@H]3CCN(Cc4nc5ccccc5n4C[C@@H]4CCO4)C3)n2)cc1,test
c1ccc(Sc2ncnc3c2NCc2ccccc2O3)cc1,train
c1ccc(N2CCN(CCCN3CCc4ncsc4CC3)CC2)cc1,val
O=C(NC1CCCCC1)c1ccc2c(c1)NC(=O)c1c(Nc3ccccc3)ccnc1N2,train
O=C(N[C@H]1CC[C@H](CCN2CCc3ncsc3CC2)OC1)c1cccnc1,val
O=C(CCCc1ccccc1)N1CCn2cnnc2C1Cc1ccccn1,train
O=C1c2ncnc(C3CC3)c2CCN1C1CCC(c2ccccc2)CC1,test
O=C(Nc1ccc(Nc2ncnc3ccc4c(c23)OCCO4)cc1)Nc1ccno1,val
c1cc(Cc2ccc(-c3ccsc3)s2)cc([C@H]2CCCCO2)c1,val
O=c1ccc2ccc(OCCCCN3CCN(c4ccccc4)CC3)nc2[nH]1,train
O=C(C1Cc2ccc(-c3cccc(-c4nn[nH]n4)c3)cc2CN1)N1CCCC1,train
O=C(NCc1cncc(C2CC2)c1)c1ccc2c(ccn2Cc2ccc(-c3ccccc3)cc2)c1,val
O=C(Cn1c(=O)[nH]c2ncsc2c1=O)N1CCN(c2ccccc2)CC1,test
c1ccc(Nc2ncnc3cc(O[C@@H]4C[C@H]5OCC6(OCCO6)[C@H]5O4)ccc23)cc1,val
O=C(NCCCCN1CCC(N(Cc2ccccc2)c2ccccc2)CC1)c1ccc2ccccc2c1,test
O=C(Nc1cccc(Nc2ncc3ncsc3n2)c1)c1cccc(C2CC2)c1,train
O=C1CCCN1CCOc1ccc(Nc2nccc(Nc3ccccc3)n2)cn1,train
C(CC(CC1CC1)c1nc(-c2ccccc2)no1)=C1CCCC1,train
O=C(Oc1ccccc1)N(c1ccccc1)c1ccnc(Nc2ccc(OCCCN3CCCCC3)cc2)n1,train
C(=C/c1ccccc1)\CN1CCC(CCOC(c2ccccc2)c2ccccc2)CC1,test
O=C(CN(CCCC1CCN(Cc2ccccc2)CC1)C(=O)C=Cc1ccccc1)NCCc1c[nH]c2ccccc12,val
C1=NCCN1CCNCc1ccc(CN2CCCC2)o1,val
O=C(NC1OC2[C@@H]3CCCN3C(=O)C(Cc3ccccc3)N2C1=O)C1C=C2c3cccc4[nH]cc(c34)C[C@H]2NC1,train
O=C1Nc2ccccc2C1=Cc1c[nH]c2ccccc12,train
c1ccc(C2CNCc3cc(Oc4ccc(CN5CCCCC5)cc4)ccc32)cc1,train
O=C(CSC(=S)N1CCN(c2ccccc2)CC1)Nc1cccc(NC(=O)c2ccccn2)c1,train
O=C(Nc1cccc(Nc2ccc3ccccc3n2)c1)c1ccc(N2CCNCC2)cc1,val
O=C(Nc1ccc(-c2ccccc2)cc1)C1C[C@H]1c1ccccn1,test
c1ccc(COc2nccc(N3CCC4(CC3)C[C@@H]4c3nc4ccccc4n3CC3CC3)n2)cc1,train
c1cnc(N2CCN(CCCCn3cc4c(c3)[C@H]3CC[C@@H]4C3)CC2)nc1,test
O=C1Nc2ccccc2CCC1NCCSCc1ccccc1,train
c1ccc(CCOc2ccc(CCc3ccccc3)cc2)cc1,test
c1ccc2c(N3CCN(CCc4ccc5c(c4)NCN5)CC3)cccc2c1,train
O=C1NCC2(CCNCC2)c2[nH]c(-c3ccnc(-c4ccccc4)n3)cc21,test
O=C(Nc1ccc(-c2ccsc2)cc1)O[C@@H]1CN[C@@H](CNC(=O)c2ccccc2)C1,test
C1CC[C@@H]2CCC3CC4CC[C@H]5CCCCC5[C@H]4CC[C@@H]3C2C1,train
O=C(c1nccs1)C1CCCN1C(=O)C1C[C@@H]2CCCC[C@@H]2N1,val
c1ccc(OC2CCCCC2)c(Cc2ccc(C3CC3)cc2)c1,train
O=C(Nc1cnc(-c2ccncc2)c(-c2ccco2)n1)C1CCC1,train
O=C(Nc1ccccc1)c1ccccc1CCc1ccncc1,train
c1cc[n+](C[n+]2ccccc2)cc1,val
O=C(/C=C/CN1CCCC1)Nc1cc2c(Nc3ccccc3)ncnc2s1,val
c1cc(Nc2nccc(N[C@@H]3CCCNC3)n2)cc(OCCN2CCOCC2)c1,train
O=C(N[C@H]1CC[C@H](CCN2CCC(c3coc4ccccc34)CC2)CC1)c1ccc(-c2ccccc2)cc1,val
O=C(Nc1cccc(-c2cc(N3CCOCC3)nc(N3CCOCC3)n2)c1)c1cccc(C2CC2)c1,test
O=S(=O)(Nc1cncc(-c2cnc3nccc(-c4ccncc4)c3c2)c1)c1ccccc1,val
O=C(c1ccc(COc2ccccc2)cc1)N1CCC2(C=Cc3ccccc32)CC1,train
O=C(NCc1ccc2c(c1)OCO2)c1ccc2c(ccn2Cc2ccc(-c3ccccc3)cc2)c1,train
O=C(Cc1ccccc1)Nc1nc(NCc2ccccc2)nc2nc(-c3ccco3)nn12,val
O=C(CCc1ccc(CCNc2ncc3ncn([C@H]4CCCO4)c3n2)cc1)NCCc1c[nH]cn1,val
c1cc(-c2ccc(C3CC4CCC(C3)N4)cc2)cs1,test
c1coc(-c2ccnc(SCc3ccncc3)c2)c1,train
O=C(CCSCCc1ccccc1)N1CCCC1,test
c1ccc(N2CCN(CCCCc3cn(-c4ccc(-c5ccsc5)cc4)nn3)CC2)cc1,val
c1ccc(C2CCN(c3ncccn3)C2)cc1,val
O=S(=O)(c1c[nH]cn1)n1ncc2c1CN([C@@H]1CC[C@@H](c3ccccc3)OC1)C2,val
O=C(Cc1ccccc1)Nc1ccc(CCNCc2cccc3[nH]c(=O)ccc23)cc1,test
c1cncc(COc2ccccc2OC2CNC2)c1,test
O=C(c1ccccc1)c1ccc(OCCc2ccccc2)cc1,test
N=C(CCC(=N)N1CCOCC1)c1ccn2c(-c3ccccc3)cnc2c1,train
O=C(c1cnc2ccccc2n1)N1CCC(C(=O)N2CCCC2)C1,train
c1ccc(CCOc2cc3nc(-c4ccco4)nn3cn2)cc1,val
O=C(Nc1cccc(-c2c[nH]c(=O)c(N3CCOCC3)c2)c1)c1cccc(C2COC2)c1,test
O=c1[nH]c2c(N3CCN(CC[C@@H]4CCCN4S(=O)(=O)c4cccc5ncccc45)CC3)cccc2o1,train
C1=C([C@@H](Nc2ccc3ncccc3c2)c2cccc3c2NNC3)NNN1C1CC1,test
O=c1c(-c2cn[nH]c2)cc2cncnc2n1C1CCC1,test
c1cnn(-c2nc(Nc3nccs3)cc(N3CCCC3)n2)c1,train
c1ccc(CN2CCC(CCNc3cc(-c4ccccc4)ccn3)CC2)cc1,train
